,description,species,text_length,cleaned_text,chunked,POS Tag
35,"November 16, 2018 - Welcome to BirdWatch Ireland, the largest independent conservation organisation in Ireland. Established in 1968, we currently have over 15,000 members and supporters and a local network of over 30 branches nationwide.",Little Egret,237,november welcome birdwatch ireland largest independent conservation organisation ireland established currently member supporter local network branch nationwide,november welcome birdwatch ireland largest independent conservation organisation ireland established currently member supporter local network branch nationwide,"[[('november', 'RB'), ('welcome', 'JJ'), ('birdwatch', 'NN'), ('ireland', 'NN'), ('largest', 'JJS'), ('independent', 'JJ'), ('conservation', 'NN'), ('organisation', 'NN'), ('ireland', 'NN'), ('established', 'VBN'), ('currently', 'RB'), ('member', 'NN'), ('supporter', 'NN'), ('local', 'JJ'), ('network', 'NN'), ('branch', 'NN'), ('nationwide', 'IN')]]"
36,"Avibase is an extensive database information system about all birds of the world, containing over &1 million records about 10,000 species and 22,000 subspecies of birds, including distribution information for 20,000 regions, taxonomy, synonyms in several languages and more. ",Black-naped Oriole,275,avibase extensive database information system bird world containing million record specie subspecies bird including distribution information region taxonomy synonym several language,avibase extensive database information system bird world containing million record specie subspecies bird including distribution information region taxonomy synonym several language,"[[('avibase', 'NN'), ('extensive', 'JJ'), ('database', 'NN'), ('information', 'NN'), ('system', 'NN'), ('bird', 'NN'), ('world', 'NN'), ('containing', 'VBG'), ('million', 'CD'), ('record', 'NN'), ('specie', 'NN'), ('subspecies', 'NNS'), ('bird', 'VBP'), ('including', 'VBG'), ('distribution', 'NN'), ('information', 'NN'), ('region', 'NN'), ('taxonomy', 'NN'), ('synonym', 'VBD'), ('several', 'JJ'), ('language', 'NN')]]"
37," During winter, dark days of wild storms can give way to the perfect, glistening stillness of frost-encrusted winter landscapes â€“ it is the stuff of wonder and beauty, of nature at its utmost. In The Nature of Winter, Jim Crumley ventures into our countryside to experience firsthand the chaosÂ ...",Little Egret,300,winter dark day wild storm give way perfect glistening stillness frost encrusted winter landscape stuff wonder beauty nature utmost nature winter jim crumley venture countryside experience firsthand chaos,winter dark day wild storm give way perfect glistening stillness frost encrusted winter landscape stuff wonder beauty nature utmost nature winter jim crumley venture countryside experience firsthand chaos,"[[('winter', 'NN'), ('dark', 'NN'), ('day', 'NN'), ('wild', 'JJ'), ('storm', 'NN'), ('give', 'VB'), ('way', 'NN'), ('perfect', 'JJ'), ('glistening', 'VBG'), ('stillness', 'NN'), ('frost', 'NN'), ('encrusted', 'VBD'), ('winter', 'NN'), ('landscape', 'NN'), ('stuff', 'NN'), ('wonder', 'VBP'), ('beauty', 'NN'), ('nature', 'NN'), ('utmost', 'JJ'), ('nature', 'NN'), ('winter', 'NN'), ('jim', 'NN'), ('crumley', 'NN'), ('venture', 'NN'), ('countryside', 'NN'), ('experience', 'NN'), ('firsthand', 'NN'), ('chaos', 'NN')]]"
38,"Good morning! â˜€ï¸ 

Myna birds are a common sight on the streets of Singapore, but did you know that the Javan Myna (no yellow eye patch) boasts more...",Javan Myna,155,good morning myna bird common sight street singapore know javan myna yellow eye patch boast,good morning myna bird common sight street singapore know javan_myna yellow eye patch boast,"[[('good', 'JJ'), ('morning', 'NN'), ('myna', 'NN'), ('bird', 'NN'), ('common', 'JJ'), ('sight', 'VBD'), ('street', 'NN'), ('singapore', 'RB'), ('know', 'JJ'), ('javan_myna', 'NN'), ('yellow', 'JJ'), ('eye', 'NN'), ('patch', 'NN'), ('boast', 'NN')]]"
39,"It was reviewed on 19:49, 30 March 2007 (UTC) by FlickreviewR, who found it to be licensed under the terms of the cc-by-2.0, which is compatible with the Commons. It is, however, not the same license as specified on upload, which was the cc-by-sa-2.0, and it is unknown whether that license ever was valid. ",Black-naped Oriole,307,reviewed march utc flickreviewr found licensed term cc compatible common however license specified upload cc sa unknown whether license ever valid,reviewed march utc flickreviewr found licensed term cc compatible common however license specified upload cc sa unknown whether license ever valid,"[[('reviewed', 'VBN'), ('march', 'NN'), ('utc', 'JJ'), ('flickreviewr', 'NN'), ('found', 'VBD'), ('licensed', 'JJ'), ('term', 'NN'), ('cc', 'NN'), ('compatible', 'JJ'), ('common', 'JJ'), ('however', 'RB'), ('license', 'JJ'), ('specified', 'VBN'), ('upload', 'JJ'), ('cc', 'NN'), ('sa', 'VBD'), ('unknown', 'JJ'), ('whether', 'IN'), ('license', 'NN'), ('ever', 'RB'), ('valid', 'JJ')]]"
40,"Black-naped Oriole: Directed by Sacha Goedegebure. With Hillary Blazer-Doyle, Su-Ping Chio, Marlon Dance-Hooi, Nadia Ramlee. When Zari finds a baby bird in a nest that has fallen out of a tree, she accidentally leaves it on top of a car that drives off, prompting the rangers to launch a high-speed car chase to get the baby bird back. ",Black-naped Oriole,336,black naped oriole directed sacha goedegebure hillary blazer doyle su ping chio marlon dance hooi nadia ramlee zari find baby bird nest fallen tree accidentally leaf top car drive prompting ranger launch high speed car chase get baby bird back,black naped oriole directed sacha goedegebure hillary blazer doyle su ping chio marlon dance hooi nadia ramlee zari find baby bird nest fallen tree accidentally leaf top car drive prompting ranger launch high speed car chase get baby bird back,"[[('black', 'JJ'), ('naped', 'VBD'), ('oriole', 'JJ'), ('directed', 'VBN'), ('sacha', 'JJ'), ('goedegebure', 'NN'), ('hillary', 'JJ'), ('blazer', 'NN'), ('doyle', 'JJ'), ('su', 'NN'), ('ping', 'VBG'), ('chio', 'JJ'), ('marlon', 'NN'), ('dance', 'NN'), ('hooi', 'NN'), ('nadia', 'FW'), ('ramlee', 'NN'), ('zari', 'NN'), ('find', 'VBP'), ('baby', 'JJ'), ('bird', 'NN'), ('nest', 'JJS'), ('fallen', 'VBN'), ('tree', 'JJ'), ('accidentally', 'RB'), ('leaf', 'VBP'), ('top', 'JJ'), ('car', 'NN'), ('drive', 'NN'), ('prompting', 'NN'), ('ranger', 'NN'), ('launch', 'NN'), ('high', 'JJ'), ('speed', 'NN'), ('car', 'NN'), ('chase', 'NN'), ('get', 'VB'), ('baby', 'JJ'), ('bird', 'NN'), ('back', 'RB')]]"
41,"Looking for fun facts about a white-collared kingfisher? Learn about this amazing bird and discover other animals, from tiny insects to giant mammals!",Collared Kingfisher,150,looking fun fact white collared kingfisher learn amazing bird discover animal tiny insect giant mammal,looking fun fact white collared kingfisher learn amazing bird discover animal tiny insect giant mammal,"[[('looking', 'VBG'), ('fun', 'NN'), ('fact', 'NN'), ('white', 'JJ'), ('collared', 'VBD'), ('kingfisher', 'NN'), ('learn', 'NN'), ('amazing', 'VBG'), ('bird', 'NN'), ('discover', 'NN'), ('animal', 'NN'), ('tiny', 'JJ'), ('insect', 'JJ'), ('giant', 'NN'), ('mammal', 'NN')]]"
42,7 Nov 2019 ï¿½ The Javan Myna (Acridotheres javanicus) also known as the white ï¿½ The Common Myna or Indian Myna Sometimes Spelled Mynah Is a Bird in the Familyï¿½...,Javan Myna,167,nov javan myna acridotheres javanicus also known white common myna indian myna sometimes spelled mynah bird family,nov javan_myna acridotheres javanicus also known white common myna indian myna sometimes spelled mynah bird family,"[[('nov', 'JJ'), ('javan_myna', 'NN'), ('acridotheres', 'NNS'), ('javanicus', 'NN'), ('also', 'RB'), ('known', 'VBN'), ('white', 'JJ'), ('common', 'JJ'), ('myna', 'NN'), ('indian', 'JJ'), ('myna', 'NN'), ('sometimes', 'RB'), ('spelled', 'VBD'), ('mynah', 'JJ'), ('bird', 'NN'), ('family', 'NN')]]"
43,"White-collared kingfishers have a turquoise head and wings with a broad, white collar bordered by a narrow, black line. They have white chest feathers, black feet and bill. Males tend to have a slightly more blue tinge, while females tend to have a slightly more green tinge. Juvenile birds are duller in color with a broader black collar band ... ",Collared Kingfisher,348,white collared kingfisher turquoise head wing broad white collar bordered narrow black line white chest feather black foot bill male tend slightly blue tinge female tend slightly green tinge juvenile bird duller color broader black collar band,white collared kingfisher turquoise head wing broad white collar bordered narrow black line white chest feather black foot bill male tend slightly blue tinge female tend slightly green tinge juvenile bird duller color broader black collar band,"[[('white', 'JJ'), ('collared', 'VBD'), ('kingfisher', 'RB'), ('turquoise', 'JJ'), ('head', 'NN'), ('wing', 'VBG'), ('broad', 'JJ'), ('white', 'JJ'), ('collar', 'NN'), ('bordered', 'VBD'), ('narrow', 'JJ'), ('black', 'JJ'), ('line', 'NN'), ('white', 'JJ'), ('chest', 'NN'), ('feather', 'NN'), ('black', 'JJ'), ('foot', 'NN'), ('bill', 'NN'), ('male', 'JJ'), ('tend', 'VBP'), ('slightly', 'RB'), ('blue', 'JJ'), ('tinge', 'NN'), ('female', 'JJ'), ('tend', 'VBP'), ('slightly', 'RB'), ('green', 'JJ'), ('tinge', 'NN'), ('juvenile', 'NN'), ('bird', 'NN'), ('duller', 'NN'), ('color', 'NN'), ('broader', 'JJR'), ('black', 'JJ'), ('collar', 'NN'), ('band', 'NN')]]"
44,14 May 2018 ï¿½ TAXONOMY The Javan myna is sometimes included in the great myna ... This site uses cookies to improve your experience and to help show contentï¿½...,Javan Myna,164,may taxonomy javan myna sometimes included great myna site us cooky improve experience help show content,may taxonomy javan_myna sometimes included great myna site us cooky improve experience help show content,"[[('may', 'MD'), ('taxonomy', 'VB'), ('javan_myna', 'NN'), ('sometimes', 'RB'), ('included', 'VBD'), ('great', 'JJ'), ('myna', 'NN'), ('site', 'NN'), ('us', 'PRP'), ('cooky', 'VBP'), ('improve', 'VB'), ('experience', 'NN'), ('help', 'NN'), ('show', 'VB'), ('content', 'JJ')]]"
45,"Beautiful golden oriole with a long, lipstick-red bill and an elegant black band across the eyes. Very similar to Black-naped Oriole, but with a longer, thinner bill, a thinner black eye-band in the adults, and no such band in the juveniles. Tends to be uncommon and local in moist lowland to montane forests, where it frequents coniferous stands. Song is a brief phrase of elegant whistled notes, while the loud, jabbering call is confusingly similar to that of a woodpecker.",Black-naped Oriole,476,beautiful golden oriole long lipstick red bill elegant black band across eye similar black naped oriole longer thinner bill thinner black eye band adult band juvenile tends uncommon local moist lowland montane forest frequents coniferous stand song brief phrase elegant whistled note loud jabbering call confusingly similar woodpecker,beautiful golden oriole long lipstick red bill elegant black band across eye similar black naped oriole longer thinner bill thinner black eye band adult band juvenile tends uncommon local moist lowland montane forest frequents coniferous stand song brief phrase elegant whistled note loud jabbering call confusingly similar woodpecker,"[[('beautiful', 'JJ'), ('golden', 'JJ'), ('oriole', 'NN'), ('long', 'RB'), ('lipstick', 'RB'), ('red', 'JJ'), ('bill', 'NN'), ('elegant', 'JJ'), ('black', 'JJ'), ('band', 'NN'), ('across', 'IN'), ('eye', 'NN'), ('similar', 'JJ'), ('black', 'JJ'), ('naped', 'JJ'), ('oriole', 'NN'), ('longer', 'RBR'), ('thinner', 'NN'), ('bill', 'NN'), ('thinner', 'VBZ'), ('black', 'JJ'), ('eye', 'NN'), ('band', 'NN'), ('adult', 'NN'), ('band', 'NN'), ('juvenile', 'NN'), ('tends', 'VBZ'), ('uncommon', 'JJ'), ('local', 'JJ'), ('moist', 'NN'), ('lowland', 'NN'), ('montane', 'NN'), ('forest', 'JJS'), ('frequents', 'NNS'), ('coniferous', 'JJ'), ('stand', 'VBP'), ('song', 'JJ'), ('brief', 'JJ'), ('phrase', 'NN'), ('elegant', 'NN'), ('whistled', 'VBD'), ('note', 'NN'), ('loud', 'NN'), ('jabbering', 'VBG'), ('call', 'NN'), ('confusingly', 'RB'), ('similar', 'JJ'), ('woodpecker', 'NN')]]"
46,"[raw][/raw] Scientific Name: Todiramphus chloris Malay Name: Pekaka Bakau Biasa Chinese Name: ç™½é¢†ç¿¡ç¿  Range: Found from northeast Africa, Middle East, India, Southeast Asia to northern Australia Taxonomy: Polytypic. Subspecies are: abyssinicus, kalbaensis, vidali, davisoni, occipitalis, humii, armstrongi, laubmannianus, chloropterus, azelus, palmeri, collaris, chloris, teraokai. Local Subspecies: humii Size: 24-26 cm Identification: Adult has rich blueâ€¦",Collared Kingfisher,464,raw raw scientific name todiramphus chloris malay name pekaka bakau biasa chinese name range found northeast africa middle east india southeast asia northern australia taxonomy polytypic subspecies abyssinicus kalbaensis vidali davisoni occipitalis humii armstrongi laubmannianus chloropterus azelus palmeri collaris chloris teraokai local subspecies humii size cm identification adult rich blue,raw raw scientific name todiramphus chloris malay name pekaka bakau biasa chinese name range found northeast africa middle east india southeast asia northern australia taxonomy polytypic subspecies abyssinicus kalbaensis vidali davisoni occipitalis humii armstrongi laubmannianus chloropterus azelus palmeri collaris chloris teraokai local subspecies humii size cm identification adult rich blue,"[[('raw', 'JJ'), ('raw', 'JJ'), ('scientific', 'JJ'), ('name', 'NN'), ('todiramphus', 'RB'), ('chloris', 'JJ'), ('malay', 'NN'), ('name', 'NN'), ('pekaka', 'NN'), ('bakau', 'NN'), ('biasa', 'IN'), ('chinese', 'JJ'), ('name', 'NN'), ('range', 'NN'), ('found', 'VBD'), ('northeast', 'RB'), ('africa', 'JJ'), ('middle', 'JJ'), ('east', 'NN'), ('india', 'NN'), ('southeast', 'NN'), ('asia', 'JJ'), ('northern', 'JJ'), ('australia', 'NNS'), ('taxonomy', 'VBP'), ('polytypic', 'JJ'), ('subspecies', 'NNS'), ('abyssinicus', 'VBP'), ('kalbaensis', 'NN'), ('vidali', 'NN'), ('davisoni', 'NN'), ('occipitalis', 'IN'), ('humii', 'NN'), ('armstrongi', 'NNS'), ('laubmannianus', 'VBP'), ('chloropterus', 'JJ'), ('azelus', 'JJ'), ('palmeri', 'NN'), ('collaris', 'NN'), ('chloris', 'NN'), ('teraokai', 'JJ'), ('local', 'JJ'), ('subspecies', 'NNS'), ('humii', 'VBP'), ('size', 'NN'), ('cm', 'NN'), ('identification', 'NN'), ('adult', 'NN'), ('rich', 'JJ'), ('blue', 'NN')]]"
47,Javan Mynas are everywhere you look. Learn 5 lessons on how you can be as successful as these alien species of birds.,Javan Myna,117,javan myna everywhere look learn lesson successful alien specie bird,javan_myna everywhere look learn lesson successful alien specie bird,"[[('javan_myna', 'NN'), ('everywhere', 'RB'), ('look', 'VBP'), ('learn', 'JJ'), ('lesson', 'NN'), ('successful', 'JJ'), ('alien', 'NN'), ('specie', 'NN'), ('bird', 'NN')]]"
48,"[raw][/raw] Scientific Name: Acridotheres tristis Malay Name: Gembala-Kerbau Rumah Chinese Name: å®¶å…«å“¥ Range: From Central Asia andÂ South Asia, through the Thai-Peninsula to Singapore. Also found in Sumatra, Java, northern coast of Borneo and various parts of the world via introductions.Â Â  Taxonomy: Polytypic. Subspecies are: tristis, melanosternus. Local Subspecies: tristis Size: 24.5-27 cm Identification: Brownish overallâ€¦",Javan Myna,437,raw raw scientific name acridotheres tristis malay name gembala kerbau rumah chinese name range central asia south asia thai peninsula singapore also found sumatra java northern coast borneo various part world via introduction taxonomy polytypic subspecies tristis melanosternus local subspecies tristis size cm identification brownish overall,raw raw scientific name acridotheres tristis malay name gembala kerbau rumah chinese name range central asia south asia thai peninsula singapore also found sumatra java northern coast borneo various part world via introduction taxonomy polytypic subspecies tristis melanosternus local subspecies tristis size cm identification brownish overall,"[[('raw', 'JJ'), ('raw', 'JJ'), ('scientific', 'JJ'), ('name', 'NN'), ('acridotheres', 'VBZ'), ('tristis', 'JJ'), ('malay', 'NN'), ('name', 'NN'), ('gembala', 'NN'), ('kerbau', 'NN'), ('rumah', 'VBZ'), ('chinese', 'JJ'), ('name', 'NN'), ('range', 'JJ'), ('central', 'JJ'), ('asia', 'NN'), ('south', 'JJ'), ('asia', 'JJ'), ('thai', 'NN'), ('peninsula', 'NN'), ('singapore', 'NN'), ('also', 'RB'), ('found', 'VBD'), ('sumatra', 'JJ'), ('java', 'NN'), ('northern', 'JJ'), ('coast', 'NN'), ('borneo', 'NN'), ('various', 'JJ'), ('part', 'NN'), ('world', 'NN'), ('via', 'IN'), ('introduction', 'NN'), ('taxonomy', 'NN'), ('polytypic', 'NN'), ('subspecies', 'NNS'), ('tristis', 'VBP'), ('melanosternus', 'JJ'), ('local', 'JJ'), ('subspecies', 'NNS'), ('tristis', 'VBP'), ('size', 'NN'), ('cm', 'NN'), ('identification', 'NN'), ('brownish', 'VB'), ('overall', 'JJ')]]"
